# Sampling period, Ts = 5e-06 s, Total time = 0 to 5e-03 s 
# t(s) 	 x(t) 	 y(t)
2.7750e-03	-1.0000e+00	-7.0711e-01
2.7800e-03	-8.0902e-01	-1.5643e-01
2.7850e-03	-3.0902e-01	4.5399e-01
2.7900e-03	3.0902e-01	8.9101e-01
2.7950e-03	8.0902e-01	9.8769e-01
2.8000e-03	1.0000e+00	7.0711e-01
2.8050e-03	8.0902e-01	1.5643e-01
2.8100e-03	3.0902e-01	-4.5399e-01
2.8150e-03	-3.0902e-01	-8.9101e-01
2.8200e-03	-8.0902e-01	-9.8769e-01
2.8250e-03	-1.0000e+00	-7.0711e-01
2.8300e-03	-8.0902e-01	-1.5643e-01
2.8350e-03	-3.0902e-01	4.5399e-01
2.8400e-03	3.0902e-01	8.9101e-01
2.8450e-03	8.0902e-01	9.8769e-01
2.8500e-03	1.0000e+00	7.0711e-01
2.8550e-03	8.0902e-01	1.5643e-01
2.8600e-03	3.0902e-01	-4.5399e-01
2.8650e-03	-3.0902e-01	-8.9101e-01
2.8700e-03	-8.0902e-01	-9.8769e-01
2.8750e-03	-1.0000e+00	-7.0711e-01
2.8800e-03	-8.0902e-01	-1.5643e-01
2.8850e-03	-3.0902e-01	4.5399e-01
2.8900e-03	3.0902e-01	8.9101e-01
2.8950e-03	8.0902e-01	9.8769e-01
2.9000e-03	1.0000e+00	7.0711e-01
2.9050e-03	8.0902e-01	1.5643e-01
2.9100e-03	3.0902e-01	-4.5399e-01
2.9150e-03	-3.0902e-01	-8.9101e-01
2.9200e-03	-8.0902e-01	-9.8769e-01
2.9250e-03	-1.0000e+00	-7.0711e-01
2.9300e-03	-8.0902e-01	-1.5643e-01
2.9350e-03	-3.0902e-01	4.5399e-01
2.9400e-03	3.0902e-01	8.9101e-01
2.9450e-03	8.0902e-01	9.8769e-01
2.9500e-03	1.0000e+00	7.0711e-01
2.9550e-03	8.0902e-01	1.5643e-01
2.9600e-03	3.0902e-01	-4.5399e-01
2.9650e-03	-3.0902e-01	-8.9101e-01
2.9700e-03	-8.0902e-01	-9.8769e-01
2.9750e-03	-1.0000e+00	-7.0711e-01
2.9800e-03	-8.0902e-01	-1.5643e-01
2.9850e-03	-3.0902e-01	4.5399e-01
2.9900e-03	3.0902e-01	8.9101e-01
2.9950e-03	8.0902e-01	9.8769e-01
3.0000e-03	1.0000e+00	7.0711e-01
3.0050e-03	8.0902e-01	1.5643e-01
3.0100e-03	3.0902e-01	-4.5399e-01
3.0150e-03	-3.0902e-01	-8.9101e-01
3.0200e-03	-8.0902e-01	-9.8769e-01
3.0250e-03	-1.0000e+00	-7.0711e-01
3.0300e-03	-8.0902e-01	-1.5643e-01
3.0350e-03	-3.0902e-01	4.5399e-01
3.0400e-03	3.0902e-01	8.9101e-01
3.0450e-03	8.0902e-01	9.8769e-01
3.0500e-03	1.0000e+00	7.0711e-01
3.0550e-03	8.0902e-01	1.5643e-01
3.0600e-03	3.0902e-01	-4.5399e-01
3.0650e-03	-3.0902e-01	-8.9101e-01
3.0700e-03	-8.0902e-01	-9.8769e-01
3.0750e-03	-1.0000e+00	-7.0711e-01
3.0800e-03	-8.0902e-01	-1.5643e-01
3.0850e-03	-3.0902e-01	4.5399e-01
3.0900e-03	3.0902e-01	8.9101e-01
3.0950e-03	8.0902e-01	9.8769e-01
3.1000e-03	1.0000e+00	7.0711e-01
3.1050e-03	8.0902e-01	1.5643e-01
3.1100e-03	3.0902e-01	-4.5399e-01
3.1150e-03	-3.0902e-01	-8.9101e-01
3.1200e-03	-8.0902e-01	-9.8769e-01
3.1250e-03	-1.0000e+00	-7.0711e-01
3.1300e-03	-8.0902e-01	-1.5643e-01
3.1350e-03	-3.0902e-01	4.5399e-01
3.1400e-03	3.0902e-01	8.9101e-01
3.1450e-03	8.0902e-01	9.8769e-01
3.1500e-03	1.0000e+00	7.0711e-01
3.1550e-03	8.0902e-01	1.5643e-01
3.1600e-03	3.0902e-01	-4.5399e-01
3.1650e-03	-3.0902e-01	-8.9101e-01
3.1700e-03	-8.0902e-01	-9.8769e-01
3.1750e-03	-1.0000e+00	-7.0711e-01
3.1800e-03	-8.0902e-01	-1.5643e-01
3.1850e-03	-3.0902e-01	4.5399e-01
3.1900e-03	3.0902e-01	8.9101e-01
3.1950e-03	8.0902e-01	9.8769e-01
3.2000e-03	1.0000e+00	7.0711e-01
3.2050e-03	8.0902e-01	1.5643e-01
3.2100e-03	3.0902e-01	-4.5399e-01
3.2150e-03	-3.0902e-01	-8.9101e-01
3.2200e-03	-8.0902e-01	-9.8769e-01
3.2250e-03	-1.0000e+00	-7.0711e-01
3.2300e-03	-8.0902e-01	-1.5643e-01
3.2350e-03	-3.0902e-01	4.5399e-01
3.2400e-03	3.0902e-01	8.9101e-01
3.2450e-03	8.0902e-01	9.8769e-01
3.2500e-03	1.0000e+00	7.0711e-01
3.2550e-03	8.0902e-01	1.5643e-01
3.2600e-03	3.0902e-01	-4.5399e-01
3.2650e-03	-3.0902e-01	-8.9101e-01
3.2700e-03	-8.0902e-01	-9.8769e-01
3.2750e-03	-1.0000e+00	-7.0711e-01
3.2800e-03	-8.0902e-01	-1.5643e-01
3.2850e-03	-3.0902e-01	4.5399e-01
3.2900e-03	3.0902e-01	8.9101e-01
3.2950e-03	8.0902e-01	9.8769e-01
3.3000e-03	1.0000e+00	7.0711e-01
3.3050e-03	8.0902e-01	1.5643e-01
3.3100e-03	3.0902e-01	-4.5399e-01
3.3150e-03	-3.0902e-01	-8.9101e-01
3.3200e-03	-8.0902e-01	-9.8769e-01
3.3250e-03	-1.0000e+00	-7.0711e-01
3.3300e-03	-8.0902e-01	-1.5643e-01
3.3350e-03	-3.0902e-01	4.5399e-01
3.3400e-03	3.0902e-01	8.9101e-01
3.3450e-03	8.0902e-01	9.8769e-01
3.3500e-03	1.0000e+00	7.0711e-01
3.3550e-03	8.0902e-01	1.5643e-01
3.3600e-03	3.0902e-01	-4.5399e-01
3.3650e-03	-3.0902e-01	-8.9101e-01
3.3700e-03	-8.0902e-01	-9.8769e-01
3.3750e-03	-1.0000e+00	-7.0711e-01
3.3800e-03	-8.0902e-01	-1.5643e-01
3.3850e-03	-3.0902e-01	4.5399e-01
3.3900e-03	3.0902e-01	8.9101e-01
3.3950e-03	8.0902e-01	9.8769e-01
3.4000e-03	1.0000e+00	7.0711e-01
3.4050e-03	8.0902e-01	1.5643e-01
3.4100e-03	3.0902e-01	-4.5399e-01
3.4150e-03	-3.0902e-01	-8.9101e-01
3.4200e-03	-8.0902e-01	-9.8769e-01
3.4250e-03	-1.0000e+00	-7.0711e-01
3.4300e-03	-8.0902e-01	-1.5643e-01
3.4350e-03	-3.0902e-01	4.5399e-01
3.4400e-03	3.0902e-01	8.9101e-01
3.4450e-03	8.0902e-01	9.8769e-01
3.4500e-03	1.0000e+00	7.0711e-01
3.4550e-03	8.0902e-01	1.5643e-01
3.4600e-03	3.0902e-01	-4.5399e-01
3.4650e-03	-3.0902e-01	-8.9101e-01
3.4700e-03	-8.0902e-01	-9.8769e-01
3.4750e-03	-1.0000e+00	-7.0711e-01
3.4800e-03	-8.0902e-01	-1.5643e-01
3.4850e-03	-3.0902e-01	4.5399e-01
3.4900e-03	3.0902e-01	8.9101e-01
3.4950e-03	8.0902e-01	9.8769e-01
3.5000e-03	1.0000e+00	7.0711e-01
3.5050e-03	8.0902e-01	1.5643e-01
3.5100e-03	3.0902e-01	-4.5399e-01
3.5150e-03	-3.0902e-01	-8.9101e-01
3.5200e-03	-8.0902e-01	-9.8769e-01
3.5250e-03	-1.0000e+00	-7.0711e-01
3.5300e-03	-8.0902e-01	-1.5643e-01
3.5350e-03	-3.0902e-01	4.5399e-01
3.5400e-03	3.0902e-01	8.9101e-01
3.5450e-03	8.0902e-01	9.8769e-01
3.5500e-03	1.0000e+00	7.0711e-01
3.5550e-03	8.0902e-01	1.5643e-01
3.5600e-03	3.0902e-01	-4.5399e-01
3.5650e-03	-3.0902e-01	-8.9101e-01
3.5700e-03	-8.0902e-01	-9.8769e-01
3.5750e-03	-1.0000e+00	-7.0711e-01
3.5800e-03	-8.0902e-01	-1.5643e-01
3.5850e-03	-3.0902e-01	4.5399e-01
3.5900e-03	3.0902e-01	8.9101e-01
3.5950e-03	8.0902e-01	9.8769e-01
3.6000e-03	1.0000e+00	7.0711e-01
3.6050e-03	8.0902e-01	1.5643e-01
3.6100e-03	3.0902e-01	-4.5399e-01
3.6150e-03	-3.0902e-01	-8.9101e-01
3.6200e-03	-8.0902e-01	-9.8769e-01
3.6250e-03	-1.0000e+00	-7.0711e-01
3.6300e-03	-8.0902e-01	-1.5643e-01
3.6350e-03	-3.0902e-01	4.5399e-01
3.6400e-03	3.0902e-01	8.9101e-01
3.6450e-03	8.0902e-01	9.8769e-01
3.6500e-03	1.0000e+00	7.0711e-01
3.6550e-03	8.0902e-01	1.5643e-01
3.6600e-03	3.0902e-01	-4.5399e-01
3.6650e-03	-3.0902e-01	-8.9101e-01
3.6700e-03	-8.0902e-01	-9.8769e-01
3.6750e-03	-1.0000e+00	-7.0711e-01
3.6800e-03	-8.0902e-01	-1.5643e-01
3.6850e-03	-3.0902e-01	4.5399e-01
3.6900e-03	3.0902e-01	8.9101e-01
3.6950e-03	8.0902e-01	9.8769e-01
3.7000e-03	1.0000e+00	7.0711e-01
3.7050e-03	8.0902e-01	1.5643e-01
3.7100e-03	3.0902e-01	-4.5399e-01
3.7150e-03	-3.0902e-01	-8.9101e-01
3.7200e-03	-8.0902e-01	-9.8769e-01
3.7250e-03	-1.0000e+00	-7.0711e-01
3.7300e-03	-8.0902e-01	-1.5643e-01
3.7350e-03	-3.0902e-01	4.5399e-01
3.7400e-03	3.0902e-01	8.9101e-01
3.7450e-03	8.0902e-01	9.8769e-01
3.7500e-03	1.0000e+00	7.0711e-01
3.7550e-03	8.0902e-01	1.5643e-01
3.7600e-03	3.0902e-01	-4.5399e-01
3.7650e-03	-3.0902e-01	-8.9101e-01
3.7700e-03	-8.0902e-01	-9.8769e-01
3.7750e-03	-1.0000e+00	-7.0711e-01
3.7800e-03	-8.0902e-01	-1.5643e-01
3.7850e-03	-3.0902e-01	4.5399e-01
3.7900e-03	3.0902e-01	8.9101e-01
3.7950e-03	8.0902e-01	9.8769e-01
3.8000e-03	1.0000e+00	7.0711e-01
3.8050e-03	8.0902e-01	1.5643e-01
3.8100e-03	3.0902e-01	-4.5399e-01
3.8150e-03	-3.0902e-01	-8.9101e-01
3.8200e-03	-8.0902e-01	-9.8769e-01
3.8250e-03	-1.0000e+00	-7.0711e-01
3.8300e-03	-8.0902e-01	-1.5643e-01
3.8350e-03	-3.0902e-01	4.5399e-01
3.8400e-03	3.0902e-01	8.9101e-01
3.8450e-03	8.0902e-01	9.8769e-01
3.8500e-03	1.0000e+00	7.0711e-01
3.8550e-03	8.0902e-01	1.5643e-01
3.8600e-03	3.0902e-01	-4.5399e-01
3.8650e-03	-3.0902e-01	-8.9101e-01
3.8700e-03	-8.0902e-01	-9.8769e-01
3.8750e-03	-1.0000e+00	-7.0711e-01
3.8800e-03	-8.0902e-01	-1.5643e-01
3.8850e-03	-3.0902e-01	4.5399e-01
3.8900e-03	3.0902e-01	8.9101e-01
3.8950e-03	8.0902e-01	9.8769e-01
3.9000e-03	1.0000e+00	7.0711e-01
3.9050e-03	8.0902e-01	1.5643e-01
3.9100e-03	3.0902e-01	-4.5399e-01
3.9150e-03	-3.0902e-01	-8.9101e-01
3.9200e-03	-8.0902e-01	-9.8769e-01
3.9250e-03	-1.0000e+00	-7.0711e-01
3.9300e-03	-8.0902e-01	-1.5643e-01
3.9350e-03	-3.0902e-01	4.5399e-01
3.9400e-03	3.0902e-01	8.9101e-01
3.9450e-03	8.0902e-01	9.8769e-01
3.9500e-03	1.0000e+00	7.0711e-01
3.9550e-03	8.0902e-01	1.5643e-01
3.9600e-03	3.0902e-01	-4.5399e-01
3.9650e-03	-3.0902e-01	-8.9101e-01
3.9700e-03	-8.0902e-01	-9.8769e-01
3.9750e-03	-1.0000e+00	-7.0711e-01
3.9800e-03	-8.0902e-01	-1.5643e-01
3.9850e-03	-3.0902e-01	4.5399e-01
3.9900e-03	3.0902e-01	8.9101e-01
3.9950e-03	8.0902e-01	9.8769e-01
4.0000e-03	1.0000e+00	7.0711e-01
4.0050e-03	8.0902e-01	1.5643e-01
4.0100e-03	3.0902e-01	-4.5399e-01
4.0150e-03	-3.0902e-01	-8.9101e-01
4.0200e-03	-8.0902e-01	-9.8769e-01
4.0250e-03	-1.0000e+00	-7.0711e-01
4.0300e-03	-8.0902e-01	-1.5643e-01
4.0350e-03	-3.0902e-01	4.5399e-01
4.0400e-03	3.0902e-01	8.9101e-01
4.0450e-03	8.0902e-01	9.8769e-01
4.0500e-03	1.0000e+00	7.0711e-01
4.0550e-03	8.0902e-01	1.5643e-01
4.0600e-03	3.0902e-01	-4.5399e-01
4.0650e-03	-3.0902e-01	-8.9101e-01
4.0700e-03	-8.0902e-01	-9.8769e-01
4.0750e-03	-1.0000e+00	-7.0711e-01
4.0800e-03	-8.0902e-01	-1.5643e-01
4.0850e-03	-3.0902e-01	4.5399e-01
4.0900e-03	3.0902e-01	8.9101e-01
4.0950e-03	8.0902e-01	9.8769e-01
4.1000e-03	1.0000e+00	7.0711e-01
4.1050e-03	8.0902e-01	1.5643e-01
4.1100e-03	3.0902e-01	-4.5399e-01
4.1150e-03	-3.0902e-01	-8.9101e-01
4.1200e-03	-8.0902e-01	-9.8769e-01
4.1250e-03	-1.0000e+00	-7.0711e-01
4.1300e-03	-8.0902e-01	-1.5643e-01
4.1350e-03	-3.0902e-01	4.5399e-01
4.1400e-03	3.0902e-01	8.9101e-01
4.1450e-03	8.0902e-01	9.8769e-01
4.1500e-03	1.0000e+00	7.0711e-01
4.1550e-03	8.0902e-01	1.5643e-01
4.1600e-03	3.0902e-01	-4.5399e-01
4.1650e-03	-3.0902e-01	-8.9101e-01
4.1700e-03	-8.0902e-01	-9.8769e-01
4.1750e-03	-1.0000e+00	-7.0711e-01
4.1800e-03	-8.0902e-01	-1.5643e-01
4.1850e-03	-3.0902e-01	4.5399e-01
4.1900e-03	3.0902e-01	8.9101e-01
4.1950e-03	8.0902e-01	9.8769e-01
4.2000e-03	1.0000e+00	7.0711e-01
4.2050e-03	8.0902e-01	1.5643e-01
4.2100e-03	3.0902e-01	-4.5399e-01
4.2150e-03	-3.0902e-01	-8.9101e-01
4.2200e-03	-8.0902e-01	-9.8769e-01
4.2250e-03	-1.0000e+00	-7.0711e-01
4.2300e-03	-8.0902e-01	-1.5643e-01
4.2350e-03	-3.0902e-01	4.5399e-01
4.2400e-03	3.0902e-01	8.9101e-01
4.2450e-03	8.0902e-01	9.8769e-01
4.2500e-03	1.0000e+00	7.0711e-01
4.2550e-03	8.0902e-01	1.5643e-01
4.2600e-03	3.0902e-01	-4.5399e-01
4.2650e-03	-3.0902e-01	-8.9101e-01
4.2700e-03	-8.0902e-01	-9.8769e-01
4.2750e-03	-1.0000e+00	-7.0711e-01
4.2800e-03	-8.0902e-01	-1.5643e-01
4.2850e-03	-3.0902e-01	4.5399e-01
4.2900e-03	3.0902e-01	8.9101e-01
4.2950e-03	8.0902e-01	9.8769e-01
4.3000e-03	1.0000e+00	7.0711e-01
4.3050e-03	8.0902e-01	1.5643e-01
4.3100e-03	3.0902e-01	-4.5399e-01
4.3150e-03	-3.0902e-01	-8.9101e-01
4.3200e-03	-8.0902e-01	-9.8769e-01
4.3250e-03	-1.0000e+00	-7.0711e-01
4.3300e-03	-8.0902e-01	-1.5643e-01
4.3350e-03	-3.0902e-01	4.5399e-01
4.3400e-03	3.0902e-01	8.9101e-01
4.3450e-03	8.0902e-01	9.8769e-01
4.3500e-03	1.0000e+00	7.0711e-01
4.3550e-03	8.0902e-01	1.5643e-01
4.3600e-03	3.0902e-01	-4.5399e-01
4.3650e-03	-3.0902e-01	-8.9101e-01
4.3700e-03	-8.0902e-01	-9.8769e-01
4.3750e-03	-1.0000e+00	-7.0711e-01
4.3800e-03	-8.0902e-01	-1.5643e-01
4.3850e-03	-3.0902e-01	4.5399e-01
4.3900e-03	3.0902e-01	8.9101e-01
4.3950e-03	8.0902e-01	9.8769e-01
4.4000e-03	1.0000e+00	7.0711e-01
4.4050e-03	8.0902e-01	1.5643e-01
4.4100e-03	3.0902e-01	-4.5399e-01
4.4150e-03	-3.0902e-01	-8.9101e-01
4.4200e-03	-8.0902e-01	-9.8769e-01
4.4250e-03	-1.0000e+00	-7.0711e-01
4.4300e-03	-8.0902e-01	-1.5643e-01
4.4350e-03	-3.0902e-01	4.5399e-01
4.4400e-03	3.0902e-01	8.9101e-01
4.4450e-03	8.0902e-01	9.8769e-01
4.4500e-03	1.0000e+00	7.0711e-01
4.4550e-03	8.0902e-01	1.5643e-01
4.4600e-03	3.0902e-01	-4.5399e-01
4.4650e-03	-3.0902e-01	-8.9101e-01
4.4700e-03	-8.0902e-01	-9.8769e-01
4.4750e-03	-1.0000e+00	-7.0711e-01
4.4800e-03	-8.0902e-01	-1.5643e-01
4.4850e-03	-3.0902e-01	4.5399e-01
4.4900e-03	3.0902e-01	8.9101e-01
4.4950e-03	8.0902e-01	9.8769e-01
4.5000e-03	1.0000e+00	7.0711e-01
4.5050e-03	8.0902e-01	1.5643e-01
4.5100e-03	3.0902e-01	-4.5399e-01
4.5150e-03	-3.0902e-01	-8.9101e-01
4.5200e-03	-8.0902e-01	-9.8769e-01
4.5250e-03	-1.0000e+00	-7.0711e-01
4.5300e-03	-8.0902e-01	-1.5643e-01
4.5350e-03	-3.0902e-01	4.5399e-01
4.5400e-03	3.0902e-01	8.9101e-01
4.5450e-03	8.0902e-01	9.8769e-01
4.5500e-03	1.0000e+00	7.0711e-01
4.5550e-03	8.0902e-01	1.5643e-01
4.5600e-03	3.0902e-01	-4.5399e-01
4.5650e-03	-3.0902e-01	-8.9101e-01
4.5700e-03	-8.0902e-01	-9.8769e-01
4.5750e-03	-1.0000e+00	-7.0711e-01
4.5800e-03	-8.0902e-01	-1.5643e-01
4.5850e-03	-3.0902e-01	4.5399e-01
4.5900e-03	3.0902e-01	8.9101e-01
4.5950e-03	8.0902e-01	9.8769e-01
4.6000e-03	1.0000e+00	7.0711e-01
4.6050e-03	8.0902e-01	1.5643e-01
4.6100e-03	3.0902e-01	-4.5399e-01
4.6150e-03	-3.0902e-01	-8.9101e-01
4.6200e-03	-8.0902e-01	-9.8769e-01
4.6250e-03	-1.0000e+00	-7.0711e-01
4.6300e-03	-8.0902e-01	-1.5643e-01
4.6350e-03	-3.0902e-01	4.5399e-01
4.6400e-03	3.0902e-01	8.9101e-01
4.6450e-03	8.0902e-01	9.8769e-01
4.6500e-03	1.0000e+00	7.0711e-01
4.6550e-03	8.0902e-01	1.5643e-01
4.6600e-03	3.0902e-01	-4.5399e-01
4.6650e-03	-3.0902e-01	-8.9101e-01
4.6700e-03	-8.0902e-01	-9.8769e-01
4.6750e-03	-1.0000e+00	-7.0711e-01
4.6800e-03	-8.0902e-01	-1.5643e-01
4.6850e-03	-3.0902e-01	4.5399e-01
4.6900e-03	3.0902e-01	8.9101e-01
4.6950e-03	8.0902e-01	9.8769e-01
4.7000e-03	1.0000e+00	7.0711e-01
4.7050e-03	8.0902e-01	1.5643e-01
4.7100e-03	3.0902e-01	-4.5399e-01
4.7150e-03	-3.0902e-01	-8.9101e-01
4.7200e-03	-8.0902e-01	-9.8769e-01
4.7250e-03	-1.0000e+00	-7.0711e-01
4.7300e-03	-8.0902e-01	-1.5643e-01
4.7350e-03	-3.0902e-01	4.5399e-01
4.7400e-03	3.0902e-01	8.9101e-01
4.7450e-03	8.0902e-01	9.8769e-01
4.7500e-03	1.0000e+00	7.0711e-01
4.7550e-03	8.0902e-01	1.5643e-01
4.7600e-03	3.0902e-01	-4.5399e-01
4.7650e-03	-3.0902e-01	-8.9101e-01
4.7700e-03	-8.0902e-01	-9.8769e-01
4.7750e-03	-1.0000e+00	-7.0711e-01
4.7800e-03	-8.0902e-01	-1.5643e-01
4.7850e-03	-3.0902e-01	4.5399e-01
4.7900e-03	3.0902e-01	8.9101e-01
4.7950e-03	8.0902e-01	9.8769e-01
4.8000e-03	1.0000e+00	7.0711e-01
4.8050e-03	8.0902e-01	1.5643e-01
4.8100e-03	3.0902e-01	-4.5399e-01
4.8150e-03	-3.0902e-01	-8.9101e-01
4.8200e-03	-8.0902e-01	-9.8769e-01
4.8250e-03	-1.0000e+00	-7.0711e-01
4.8300e-03	-8.0902e-01	-1.5643e-01
4.8350e-03	-3.0902e-01	4.5399e-01
4.8400e-03	3.0902e-01	8.9101e-01
4.8450e-03	8.0902e-01	9.8769e-01
4.8500e-03	1.0000e+00	7.0711e-01
4.8550e-03	8.0902e-01	1.5643e-01
4.8600e-03	3.0902e-01	-4.5399e-01
4.8650e-03	-3.0902e-01	-8.9101e-01
4.8700e-03	-8.0902e-01	-9.8769e-01
4.8750e-03	-1.0000e+00	-7.0711e-01
4.8800e-03	-8.0902e-01	-1.5643e-01
4.8850e-03	-3.0902e-01	4.5399e-01
4.8900e-03	3.0902e-01	8.9101e-01
4.8950e-03	8.0902e-01	9.8769e-01
4.9000e-03	1.0000e+00	7.0711e-01
4.9050e-03	8.0902e-01	1.5643e-01
4.9100e-03	3.0902e-01	-4.5399e-01
4.9150e-03	-3.0902e-01	-8.9101e-01
4.9200e-03	-8.0902e-01	-9.8769e-01
4.9250e-03	-1.0000e+00	-7.0711e-01
4.9300e-03	-8.0902e-01	-1.5643e-01
4.9350e-03	-3.0902e-01	4.5399e-01
4.9400e-03	3.0902e-01	8.9101e-01
4.9450e-03	8.0902e-01	9.8769e-01
4.9500e-03	1.0000e+00	7.0711e-01
4.9550e-03	8.0902e-01	1.5643e-01
4.9600e-03	3.0902e-01	-4.5399e-01
4.9650e-03	-3.0902e-01	-8.9101e-01
4.9700e-03	-8.0902e-01	-9.8769e-01
4.9750e-03	-1.0000e+00	-7.0711e-01
4.9800e-03	-8.0902e-01	-1.5643e-01
4.9850e-03	-3.0902e-01	4.5399e-01
4.9900e-03	3.0902e-01	8.9101e-01
4.9950e-03	8.0902e-01	9.8769e-01
5.0000e-03	1.0000e+00	7.0711e-01
